country,iso_country_code_2018,metric,value,metric_type,latest,metric_no_year,ranking,metric_rank,country_strengths_order,country_weaknesses_order,country_strengths_order_by_broad_metric,country_weaknesses_order_by_broad_metric
Philippines,PHL,civil_liberties_score__2022,30.0,input,1,civil_liberties_score,high,94.0,20.0,23.0,,13.0
Poland,POL,civil_liberties_score__2022,47.0,input,1,civil_liberties_score,high,49.0,21.0,18.0,,10.0
Portugal,PRT,civil_liberties_score__2022,56.0,input,1,civil_liberties_score,high,15.0,5.0,34.0,,17.0
Qatar,QAT,civil_liberties_score__2022,18.0,input,1,civil_liberties_score,high,131.0,30.0,9.0,15.0,
Romania,ROU,civil_liberties_score__2022,48.0,input,1,civil_liberties_score,high,46.0,5.0,34.0,,17.0
Russia,RUS,civil_liberties_score__2022,14.0,input,1,civil_liberties_score,high,142.0,35.0,4.0,17.0,
Rwanda,RWA,civil_liberties_score__2022,14.0,input,1,civil_liberties_score,high,142.0,41.0,4.0,18.0,
Saudi Arabia,SAU,civil_liberties_score__2022,6.0,input,1,civil_liberties_score,high,165.0,38.0,2.0,,2.0
Senegal,SEN,civil_liberties_score__2022,39.0,input,1,civil_liberties_score,high,67.0,26.0,17.0,,10.0
Serbia,SRB,civil_liberties_score__2022,41.0,input,1,civil_liberties_score,high,63.0,17.0,27.0,,13.0
Sierra Leone,SLE,civil_liberties_score__2022,37.0,input,1,civil_liberties_score,high,74.0,16.0,26.0,,13.0
Singapore,SGP,civil_liberties_score__2022,28.0,input,1,civil_liberties_score,high,104.0,29.0,14.0,,8.0
Slovakia,SVK,civil_liberties_score__2022,53.0,input,1,civil_liberties_score,high,29.0,4.0,38.0,,
Slovenia,SVN,civil_liberties_score__2022,52.0,input,1,civil_liberties_score,high,34.0,19.0,20.0,,11.0
Solomon Islands,SLB,civil_liberties_score__2022,49.0,input,1,civil_liberties_score,high,42.0,15.0,25.0,6.0,
Somalia,SOM,civil_liberties_score__2022,6.0,input,1,civil_liberties_score,high,165.0,11.0,11.0,,
South Africa,ZAF,civil_liberties_score__2022,46.0,input,1,civil_liberties_score,high,50.0,20.0,24.0,7.0,
South Sudan,SSD,civil_liberties_score__2022,4.0,input,1,civil_liberties_score,high,169.0,20.0,9.0,,
Spain,ESP,civil_liberties_score__2022,53.0,input,1,civil_liberties_score,high,29.0,10.0,28.0,,15.0
Sri Lanka,LKA,civil_liberties_score__2022,32.0,input,1,civil_liberties_score,high,89.0,17.0,22.0,13.0,
Sudan,SDN,civil_liberties_score__2022,10.0,input,1,civil_liberties_score,high,153.0,16.0,13.0,10.0,
Suriname,SUR,civil_liberties_score__2022,45.0,input,1,civil_liberties_score,high,54.0,16.0,25.0,6.0,
Sweden,SWE,civil_liberties_score__2022,60.0,input,1,civil_liberties_score,high,1.0,5.0,39.0,,
Switzerland,CHE,civil_liberties_score__2022,57.0,input,1,civil_liberties_score,high,9.0,17.0,23.0,10.0,
Syria,SYR,civil_liberties_score__2022,4.0,input,1,civil_liberties_score,high,169.0,13.0,9.0,9.0,
Taiwan,TWN,civil_liberties_score__2022,56.0,input,1,civil_liberties_score,high,15.0,2.0,22.0,2.0,
Tajikistan,TJK,civil_liberties_score__2022,8.0,input,1,civil_liberties_score,high,161.0,36.0,2.0,,2.0
Tanzania,TZA,civil_liberties_score__2022,22.0,input,1,civil_liberties_score,high,120.0,36.0,7.0,,5.0
Thailand,THA,civil_liberties_score__2022,24.0,input,1,civil_liberties_score,high,111.0,27.0,16.0,13.0,
Timor-Leste,TLS,civil_liberties_score__2022,39.0,input,1,civil_liberties_score,high,67.0,17.0,20.0,10.0,
Togo,TGO,civil_liberties_score__2022,27.0,input,1,civil_liberties_score,high,106.0,23.0,20.0,,11.0
Trinidad and Tobago,TTO,civil_liberties_score__2022,49.0,input,1,civil_liberties_score,high,42.0,7.0,34.0,4.0,
Tunisia,TUN,civil_liberties_score__2022,38.0,input,1,civil_liberties_score,high,73.0,14.0,18.0,,12.0
Turkiye,TUR,civil_liberties_score__2022,16.0,input,1,civil_liberties_score,high,137.0,31.0,4.0,17.0,
Turkmenistan,TKM,civil_liberties_score__2022,2.0,input,1,civil_liberties_score,high,173.0,30.0,1.0,,1.0
Uganda,UGA,civil_liberties_score__2022,23.0,input,1,civil_liberties_score,high,116.0,21.0,22.0,,11.0
Ukraine,UKR,civil_liberties_score__2022,35.0,input,1,civil_liberties_score,high,79.0,17.0,25.0,7.0,
United Arab Emirates,ARE,civil_liberties_score__2022,12.0,input,1,civil_liberties_score,high,147.0,29.0,4.0,16.0,
United Kingdom,GBR,civil_liberties_score__2022,54.0,input,1,civil_liberties_score,high,25.0,16.0,22.0,9.0,
United States,USA,civil_liberties_score__2022,51.0,input,1,civil_liberties_score,high,35.0,19.0,19.0,,10.0
Uruguay,URY,civil_liberties_score__2022,57.0,input,1,civil_liberties_score,high,9.0,5.0,36.0,,17.0
Uzbekistan,UZB,civil_liberties_score__2022,9.0,input,1,civil_liberties_score,high,157.0,39.0,3.0,18.0,
Venezuela,VEN,civil_liberties_score__2022,13.0,input,1,civil_liberties_score,high,145.0,15.0,16.0,,10.0
Vietnam,VNM,civil_liberties_score__2022,16.0,input,1,civil_liberties_score,high,137.0,35.0,3.0,,2.0
Yemen,YEM,civil_liberties_score__2022,8.0,input,1,civil_liberties_score,high,161.0,9.0,14.0,,8.0
Zambia,ZMB,civil_liberties_score__2022,30.0,input,1,civil_liberties_score,high,94.0,22.0,20.0,,12.0
Zimbabwe,ZWE,civil_liberties_score__2022,17.0,input,1,civil_liberties_score,high,136.0,27.0,12.0,,8.0
Afghanistan,AFG,political_stability_&_absence_of_violence_2017,-2.78,input,0,political_stability_&_absence_of_violence,high,172.0,35.0,1.0,,1.0
Albania,ALB,political_stability_&_absence_of_violence_2017,0.4,input,0,political_stability_&_absence_of_violence,high,48.0,5.0,35.0,4.0,
Algeria,DZA,political_stability_&_absence_of_violence_2017,-0.96,input,0,political_stability_&_absence_of_violence,high,143.0,34.0,6.0,,4.0
Angola,AGO,political_stability_&_absence_of_violence_2017,-0.29,input,0,political_stability_&_absence_of_violence,high,102.0,15.0,26.0,9.0,
Argentina,ARG,political_stability_&_absence_of_violence_2017,0.18,input,0,political_stability_&_absence_of_violence,high,63.0,27.0,16.0,11.0,
Armenia,ARM,political_stability_&_absence_of_violence_2017,-0.71,input,0,political_stability_&_absence_of_violence,high,131.0,41.0,3.0,18.0,
Australia,AUS,political_stability_&_absence_of_violence_2017,0.9,input,0,political_stability_&_absence_of_violence,high,24.0,19.0,21.0,10.0,
Austria,AUT,political_stability_&_absence_of_violence_2017,1.04,input,0,political_stability_&_absence_of_violence,high,15.0,13.0,28.0,7.0,
Azerbaijan,AZE,political_stability_&_absence_of_violence_2017,-0.76,input,0,political_stability_&_absence_of_violence,high,134.0,35.0,7.0,16.0,5.0
Bahamas,BHS,political_stability_&_absence_of_violence_2017,1.0,input,0,political_stability_&_absence_of_violence,high,19.0,4.0,36.0,3.0,
Bahrain,BHR,political_stability_&_absence_of_violence_2017,-0.95,input,0,political_stability_&_absence_of_violence,high,142.0,36.0,8.0,,6.0
Bangladesh,BGD,political_stability_&_absence_of_violence_2017,-1.25,input,0,political_stability_&_absence_of_violence,high,152.0,30.0,4.0,,4.0
Barbados,BRB,political_stability_&_absence_of_violence_2017,0.98,input,0,political_stability_&_absence_of_violence,high,21.0,11.0,31.0,,15.0
Belarus,BLR,political_stability_&_absence_of_violence_2017,0.03,input,0,political_stability_&_absence_of_violence,high,76.0,25.0,19.0,11.0,
Belgium,BEL,political_stability_&_absence_of_violence_2017,0.42,input,0,political_stability_&_absence_of_violence,high,47.0,35.0,5.0,,4.0
Belize,BLZ,political_stability_&_absence_of_violence_2017,0.05,input,0,political_stability_&_absence_of_violence,high,73.0,25.0,20.0,,10.0
Benin,BEN,political_stability_&_absence_of_violence_2017,0.05,input,0,political_stability_&_absence_of_violence,high,73.0,10.0,31.0,9.0,
Bhutan,BTN,political_stability_&_absence_of_violence_2017,1.13,input,0,political_stability_&_absence_of_violence,high,9.0,4.0,37.0,3.0,
Bolivia,BOL,political_stability_&_absence_of_violence_2017,-0.3,input,0,political_stability_&_absence_of_violence,high,103.0,29.0,11.0,,6.0
Bosnia and Herzegovina,BIH,political_stability_&_absence_of_violence_2017,-0.38,input,0,political_stability_&_absence_of_violence,high,107.0,23.0,7.0,,5.0
Botswana,BWA,political_stability_&_absence_of_violence_2017,1.03,input,0,political_stability_&_absence_of_violence,high,16.0,13.0,30.0,,17.0
Brazil,BRA,political_stability_&_absence_of_violence_2017,-0.41,input,0,political_stability_&_absence_of_violence,high,108.0,33.0,6.0,17.0,
Brunei,BRN,political_stability_&_absence_of_violence_2017,1.19,input,0,political_stability_&_absence_of_violence,high,7.0,2.0,32.0,,17.0
Bulgaria,BGR,political_stability_&_absence_of_violence_2017,0.37,input,0,political_stability_&_absence_of_violence,high,51.0,10.0,22.0,7.0,
Burkina Faso,BFA,political_stability_&_absence_of_violence_2017,-0.92,input,0,political_stability_&_absence_of_violence,high,140.0,35.0,7.0,16.0,
Burundi,BDI,political_stability_&_absence_of_violence_2017,-1.97,input,0,political_stability_&_absence_of_violence,high,163.0,38.0,4.0,,3.0
Cabo Verde,CPV,political_stability_&_absence_of_violence_2017,0.9,input,0,political_stability_&_absence_of_violence,high,24.0,6.0,31.0,5.0,17.0
Cambodia,KHM,political_stability_&_absence_of_violence_2017,0.17,input,0,political_stability_&_absence_of_violence,high,64.0,6.0,34.0,4.0,
Cameroon,CMR,political_stability_&_absence_of_violence_2017,-1.08,input,0,political_stability_&_absence_of_violence,high,146.0,33.0,8.0,15.0,
Canada,CAN,political_stability_&_absence_of_violence_2017,1.11,input,0,political_stability_&_absence_of_violence,high,11.0,9.0,21.0,7.0,
Central African Republic,CAF,political_stability_&_absence_of_violence_2017,-1.94,input,0,political_stability_&_absence_of_violence,high,161.0,31.0,10.0,13.0,
Chad,TCD,political_stability_&_absence_of_violence_2017,-1.34,input,0,political_stability_&_absence_of_violence,high,154.0,28.0,12.0,,8.0
Chile,CHL,political_stability_&_absence_of_violence_2017,0.38,input,0,political_stability_&_absence_of_violence,high,50.0,27.0,11.0,14.0,
China,CHN,political_stability_&_absence_of_violence_2017,-0.25,input,0,political_stability_&_absence_of_violence,high,94.0,27.0,12.0,13.0,
Colombia,COL,political_stability_&_absence_of_violence_2017,-0.79,input,0,political_stability_&_absence_of_violence,high,137.0,42.0,1.0,18.0,1.0
Comoros,COM,political_stability_&_absence_of_violence_2017,0.03,input,0,political_stability_&_absence_of_violence,high,76.0,3.0,28.0,3.0,
Congo (Dem. Rep.),COD,political_stability_&_absence_of_violence_2017,-2.3,input,0,political_stability_&_absence_of_violence,high,165.0,33.0,3.0,,3.0
Congo (Rep.),COG,political_stability_&_absence_of_violence_2017,-0.53,input,0,political_stability_&_absence_of_violence,high,114.0,18.0,26.0,9.0,
Costa Rica,CRI,political_stability_&_absence_of_violence_2017,0.51,input,0,political_stability_&_absence_of_violence,high,44.0,29.0,13.0,,9.0
Cote d'Ivoire,CIV,political_stability_&_absence_of_violence_2017,-1.09,input,0,political_stability_&_absence_of_violence,high,149.0,41.0,1.0,,1.0
Croatia,HRV,political_stability_&_absence_of_violence_2017,0.75,input,0,political_stability_&_absence_of_violence,high,34.0,4.0,29.0,4.0,
Cuba,CUB,political_stability_&_absence_of_violence_2017,0.69,input,0,political_stability_&_absence_of_violence,high,36.0,7.0,22.0,5.0,
Cyprus,CYP,political_stability_&_absence_of_violence_2017,0.6,input,0,political_stability_&_absence_of_violence,high,40.0,20.0,14.0,11.0,
Czech Republic,CZE,political_stability_&_absence_of_violence_2017,1.02,input,0,political_stability_&_absence_of_violence,high,17.0,1.0,37.0,1.0,18.0
Denmark,DNK,political_stability_&_absence_of_violence_2017,0.87,input,0,political_stability_&_absence_of_violence,high,29.0,31.0,5.0,,4.0
Djibouti,DJI,political_stability_&_absence_of_violence_2017,-0.71,input,0,political_stability_&_absence_of_violence,high,131.0,25.0,13.0,,10.0
Dominican Republic,DOM,political_stability_&_absence_of_violence_2017,0.16,input,0,political_stability_&_absence_of_violence,high,65.0,13.0,30.0,8.0,
Ecuador,ECU,political_stability_&_absence_of_violence_2017,-0.1,input,0,political_stability_&_absence_of_violence,high,88.0,32.0,11.0,14.0,
Egypt,EGY,political_stability_&_absence_of_violence_2017,-1.42,input,0,political_stability_&_absence_of_violence,high,155.0,37.0,1.0,,1.0
El Salvador,SLV,political_stability_&_absence_of_violence_2017,-0.25,input,0,political_stability_&_absence_of_violence,high,94.0,27.0,15.0,,10.0
Equatorial Guinea,GNQ,political_stability_&_absence_of_violence_2017,-0.15,input,0,political_stability_&_absence_of_violence,high,90.0,7.0,22.0,5.0,
Eritrea,ERI,political_stability_&_absence_of_violence_2017,-0.66,input,0,political_stability_&_absence_of_violence,high,126.0,7.0,21.0,5.0,
Estonia,EST,political_stability_&_absence_of_violence_2017,0.66,input,0,political_stability_&_absence_of_violence,high,37.0,18.0,20.0,,11.0
Eswatini,SWZ,political_stability_&_absence_of_violence_2017,-0.3,input,0,political_stability_&_absence_of_violence,high,103.0,27.0,15.0,,9.0
Ethiopia,ETH,political_stability_&_absence_of_violence_2017,-1.69,input,0,political_stability_&_absence_of_violence,high,157.0,34.0,6.0,18.0,
Fiji,FJI,political_stability_&_absence_of_violence_2017,0.79,input,0,political_stability_&_absence_of_violence,high,32.0,4.0,37.0,4.0,
Finland,FIN,political_stability_&_absence_of_violence_2017,1.07,input,0,political_stability_&_absence_of_violence,high,13.0,23.0,16.0,,9.0
France,FRA,political_stability_&_absence_of_violence_2017,0.21,input,0,political_stability_&_absence_of_violence,high,61.0,32.0,4.0,,3.0
Gabon,GAB,political_stability_&_absence_of_violence_2017,-0.09,input,0,political_stability_&_absence_of_violence,high,87.0,11.0,29.0,,14.0
Georgia,GEO,political_stability_&_absence_of_violence_2017,-0.37,input,0,political_stability_&_absence_of_violence,high,106.0,37.0,6.0,17.0,
Germany,DEU,political_stability_&_absence_of_violence_2017,0.58,input,0,political_stability_&_absence_of_violence,high,41.0,23.0,15.0,,8.0
Ghana,GHA,political_stability_&_absence_of_violence_2017,0.09,input,0,political_stability_&_absence_of_violence,high,71.0,16.0,22.0,,13.0
Greece,GRC,political_stability_&_absence_of_violence_2017,-0.13,input,0,political_stability_&_absence_of_violence,high,89.0,26.0,11.0,,6.0
Guatemala,GTM,political_stability_&_absence_of_violence_2017,-0.57,input,0,political_stability_&_absence_of_violence,high,118.0,30.0,14.0,,9.0
Guinea,GIN,political_stability_&_absence_of_violence_2017,-0.61,input,0,political_stability_&_absence_of_violence,high,122.0,18.0,25.0,11.0,
Guinea-Bissau,GNB,political_stability_&_absence_of_violence_2017,-0.6,input,0,political_stability_&_absence_of_violence,high,121.0,14.0,26.0,,13.0
Guyana,GUY,political_stability_&_absence_of_violence_2017,-0.04,input,0,political_stability_&_absence_of_violence,high,82.0,19.0,17.0,11.0,
Haiti,HTI,political_stability_&_absence_of_violence_2017,-0.7,input,0,political_stability_&_absence_of_violence,high,130.0,9.0,27.0,6.0,
Honduras,HND,political_stability_&_absence_of_violence_2017,-0.55,input,0,political_stability_&_absence_of_violence,high,116.0,32.0,10.0,14.0,
Hungary,HUN,political_stability_&_absence_of_violence_2017,0.81,input,0,political_stability_&_absence_of_violence,high,31.0,3.0,37.0,,17.0
Iceland,ISL,political_stability_&_absence_of_violence_2017,1.37,input,0,political_stability_&_absence_of_violence,high,3.0,2.0,35.0,2.0,18.0
India,IND,political_stability_&_absence_of_violence_2017,-0.83,input,0,political_stability_&_absence_of_violence,high,138.0,39.0,2.0,,2.0
Indonesia,IDN,political_stability_&_absence_of_violence_2017,-0.51,input,0,political_stability_&_absence_of_violence,high,113.0,33.0,12.0,16.0,
Iran,IRN,political_stability_&_absence_of_violence_2017,-0.93,input,0,political_stability_&_absence_of_violence,high,141.0,29.0,14.0,13.0,
Iraq,IRQ,political_stability_&_absence_of_violence_2017,-2.33,input,0,political_stability_&_absence_of_violence,high,166.0,25.0,3.0,14.0,
Ireland,IRL,political_stability_&_absence_of_violence_2017,1.02,input,0,political_stability_&_absence_of_violence,high,17.0,17.0,21.0,10.0,
Israel,ISR,political_stability_&_absence_of_violence_2017,-0.88,input,0,political_stability_&_absence_of_violence,high,139.0,37.0,2.0,18.0,
Italy,ITA,political_stability_&_absence_of_violence_2017,0.24,input,0,political_stability_&_absence_of_violence,high,60.0,24.0,16.0,,9.0
Jamaica,JAM,political_stability_&_absence_of_violence_2017,0.25,input,0,political_stability_&_absence_of_violence,high,59.0,20.0,23.0,7.0,
Japan,JPN,political_stability_&_absence_of_violence_2017,1.12,input,0,political_stability_&_absence_of_violence,high,10.0,5.0,32.0,4.0,
Jordan,JOR,political_stability_&_absence_of_violence_2017,-0.53,input,0,political_stability_&_absence_of_violence,high,114.0,29.0,13.0,,8.0
Kazakhstan,KAZ,political_stability_&_absence_of_violence_2017,0.02,input,0,political_stability_&_absence_of_violence,high,80.0,14.0,27.0,10.0,
Kenya,KEN,political_stability_&_absence_of_violence_2017,-1.08,input,0,political_stability_&_absence_of_violence,high,146.0,41.0,1.0,17.0,1.0
Korea (Dem. People’s Rep.),PRK,political_stability_&_absence_of_violence_2017,-0.48,input,0,political_stability_&_absence_of_violence,high,112.0,10.0,20.0,,10.0
Korea (Rep.),KOR,political_stability_&_absence_of_violence_2017,0.29,input,0,political_stability_&_absence_of_violence,high,54.0,25.0,8.0,,6.0
Kosovo,,political_stability_&_absence_of_violence_2017,-0.21,input,0,political_stability_&_absence_of_violence,high,92.0,14.0,10.0,,8.0
Kuwait,KWT,political_stability_&_absence_of_violence_2017,-0.04,input,0,political_stability_&_absence_of_violence,high,82.0,27.0,13.0,,9.0
Kyrgyzstan,KGZ,political_stability_&_absence_of_violence_2017,-0.43,input,0,political_stability_&_absence_of_violence,high,111.0,27.0,16.0,,8.0
Laos,LAO,political_stability_&_absence_of_violence_2017,0.43,input,0,political_stability_&_absence_of_violence,high,46.0,4.0,36.0,,17.0
Latvia,LVA,political_stability_&_absence_of_violence_2017,0.46,input,0,political_stability_&_absence_of_violence,high,45.0,25.0,16.0,,11.0
Lebanon,LBN,political_stability_&_absence_of_violence_2017,-1.59,input,0,political_stability_&_absence_of_violence,high,156.0,33.0,5.0,,3.0
Lesotho,LSO,political_stability_&_absence_of_violence_2017,-0.25,input,0,political_stability_&_absence_of_violence,high,94.0,34.0,8.0,,5.0
Liberia,LBR,political_stability_&_absence_of_violence_2017,-0.41,input,0,political_stability_&_absence_of_violence,high,108.0,14.0,26.0,,13.0
Libya,LBY,political_stability_&_absence_of_violence_2017,-2.33,input,0,political_stability_&_absence_of_violence,high,166.0,15.0,7.0,11.0,
Lithuania,LTU,political_stability_&_absence_of_violence_2017,0.78,input,0,political_stability_&_absence_of_violence,high,33.0,16.0,23.0,,13.0
Luxembourg,LUX,political_stability_&_absence_of_violence_2017,1.34,input,0,political_stability_&_absence_of_violence,high,4.0,5.0,32.0,4.0,17.0
Macedonia,MKD,political_stability_&_absence_of_violence_2017,-0.25,input,0,political_stability_&_absence_of_violence,high,94.0,29.0,9.0,,5.0
Madagascar,MDG,political_stability_&_absence_of_violence_2017,-0.33,input,0,political_stability_&_absence_of_violence,high,105.0,16.0,27.0,10.0,
Malawi,MWI,political_stability_&_absence_of_violence_2017,-0.27,input,0,political_stability_&_absence_of_violence,high,99.0,25.0,17.0,,10.0
Malaysia,MYS,political_stability_&_absence_of_violence_2017,0.16,input,0,political_stability_&_absence_of_violence,high,65.0,23.0,22.0,11.0,
Maldives,MDV,political_stability_&_absence_of_violence_2017,0.26,input,0,political_stability_&_absence_of_violence,high,57.0,10.0,30.0,,15.0
Mali,MLI,political_stability_&_absence_of_violence_2017,-1.91,input,0,political_stability_&_absence_of_violence,high,160.0,41.0,2.0,18.0,
Malta,MLT,political_stability_&_absence_of_violence_2017,1.27,input,0,political_stability_&_absence_of_violence,high,5.0,1.0,33.0,1.0,
Mauritania,MRT,political_stability_&_absence_of_violence_2017,-0.62,input,0,political_stability_&_absence_of_violence,high,123.0,20.0,17.0,12.0,
Mauritius,MUS,political_stability_&_absence_of_violence_2017,0.99,input,0,political_stability_&_absence_of_violence,high,20.0,2.0,40.0,2.0,
Mexico,MEX,political_stability_&_absence_of_violence_2017,-0.65,input,0,political_stability_&_absence_of_violence,high,125.0,34.0,6.0,,4.0
Moldova,MDA,political_stability_&_absence_of_violence_2017,-0.24,input,0,political_stability_&_absence_of_violence,high,93.0,31.0,12.0,,7.0
Mongolia,MNG,political_stability_&_absence_of_violence_2017,0.82,input,0,political_stability_&_absence_of_violence,high,30.0,4.0,36.0,4.0,
Montenegro,MNE,political_stability_&_absence_of_violence_2017,0.01,input,0,political_stability_&_absence_of_violence,high,81.0,25.0,6.0,14.0,
Morocco,MAR,political_stability_&_absence_of_violence_2017,-0.41,input,0,political_stability_&_absence_of_violence,high,108.0,35.0,6.0,,4.0
Mozambique,MOZ,political_stability_&_absence_of_violence_2017,-0.98,input,0,political_stability_&_absence_of_violence,high,144.0,38.0,5.0,17.0,
Myanmar,MMR,political_stability_&_absence_of_violence_2017,-1.08,input,0,political_stability_&_absence_of_violence,high,146.0,30.0,7.0,17.0,
Namibia,NAM,political_stability_&_absence_of_violence_2017,0.65,input,0,political_stability_&_absence_of_violence,high,38.0,21.0,23.0,7.0,
